0,1,2,3,4,5,6,7,8
Reporter,"Institut Teknologi Nasional Bandung (ITENAS Bandung)
Indonesia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/institut-teknologi-nasional-bandung-itenas-bandung
Reporter,"Institut Teknologi PLN
Indonesia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/institut-teknologi-pln
Reporter,"International IT University
Kazakhstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/international-it-university
Reporter,"International University for the Humanities and Development
Turkmenistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/international-university-humanities-and-development
Reporter,"International University of Erbil
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/international-university-erbil
Reporter,"International University of Grand-Bassam (IUGB)
Côte d'Ivoire",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/international-university-grand-bassam-iugb
Reporter,"Interregional Academy of Personnel Management (IAPM)
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/interregional-academy-personnel-management-iapm
Reporter,"Ion Mincu University of Architecture and Urbanism
Romania",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/ion-mincu-university-architecture-and-urbanism
Reporter,"Iqra National University
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/iqra-national-university
Reporter,"Israel Technological University
Ecuador",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/israel-technological-university
Reporter,"Istanbul Gedik University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/istanbul-gedik-university
Reporter,"Istanbul Kültür University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/istanbul-kultur-university
Reporter,"İstanbul Nişantaşi University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/istanbul-nisantasi-university
Reporter,"İstanbul Topkapı University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/istanbul-topkapi-university
Reporter,"Istanbul Yeni Yuzyil University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/istanbul-yeni-yuzyil-university
Reporter,"IUBAT – International University of Business Agriculture and Technology
Bangladesh",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/iubat-international-university-business-agriculture-and-technology
Reporter,"Jabir ibn Hayyan University for Medical and Pharmaceutical Sciences
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jabir-ibn-hayyan-university-medical-and-pharmaceutical-sciences
Reporter,"Jadara University
Jordan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jadara-university
Reporter,"Japan Advanced Institute of Science and Technology (JAIST)
Japan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/japan-advanced-institute-science-and-technology-jaist
Reporter,"Jaramogi Oginga Odinga University of Science and Technology
Kenya",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jaramogi-oginga-odinga-university-science-and-technology
Reporter,"Jaypee University of Engineering and Technology, Guna
India",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jaypee-university-engineering-and-technology-guna
Reporter,"Jesselton University College
Malaysia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jesselton-university-college
Reporter,"Jinnah Sindh Medical University
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jinnah-sindh-medical-university
Reporter,"Jizzakh Polytechnic Institute
Uzbekistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jizzakh-polytechnic-institute
Reporter,"Jizzakh State Pedagogical University
Uzbekistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jizzakh-state-pedagogical-university
Reporter,"João Pessoa University Center (UNIPÊ)
Brazil",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/joao-pessoa-university-center-unipe
Reporter,"John von Neumann University
Hungary",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/john-von-neumann-university
Reporter,"JSSATE Bengaluru
India",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/jssate-bengaluru
Reporter,"Kabarak University
Kenya",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kabarak-university
Reporter,"Kabul University
Afghanistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kabul-university
Reporter,"Kaduna State University
Nigeria",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kaduna-state-university
Reporter,"Kamianets-Podіlskyi Ivan Ohiienko National University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kamianets-podilskyi-ivan-ohiienko-national-university
Reporter,"Karakalpak State University
Uzbekistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/karakalpak-state-university
Reporter,"Karakoram International University
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/karakoram-international-university
Reporter,"Karatina University
Kenya",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/karatina-university
Reporter,"Karshi State University
Uzbekistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/karshi-state-university
Reporter,"Kayseri University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kayseri-university
Reporter,"Kazakh-British Technical University
Kazakhstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kazakh-british-technical-university
Reporter,"Kazakh National Women’s Teacher Training University
Kazakhstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kazakh-national-womens-teacher-training-university
Reporter,"Kermanshah University of Technology
Iran",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kermanshah-university-technology
Reporter,"Kharkiv Humanitarian-Pedagogical Academy
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kharkiv-humanitarian-pedagogical-academy
Reporter,"Kharkiv International Medical University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kharkiv-international-medical-university
Reporter,"Kharkiv National University of Internal Affairs
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kharkiv-national-university-internal-affairs
Reporter,"Kharkiv University of Humanities “People’s Ukrainian Academy”
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kharkiv-university-humanities-peoples-ukrainian-academy
Reporter,"Khemis Miliana University
Algeria",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/khemis-miliana-university
Reporter,"Kherson State Agrarian and Economic University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kherson-state-agrarian-and-economic-university
Reporter,"Kherson State Maritime Academy
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kherson-state-maritime-academy
Reporter,"Kherson State University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kherson-state-university
Reporter,"Khmelnytskyi National University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/khmelnytskyi-national-university
Reporter,"Khyber Medical University
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/khyber-medical-university
Reporter,"Kibabii University
Kenya",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kibabii-university
Reporter,"Kimyo International University in Tashkent
Uzbekistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kimyo-international-university-tashkent
Reporter,"King Abdullah University of Science and Technology (KAUST)
Saudi Arabia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/king-abdullah-university-science-and-technology-kaust
Reporter,"King Danylo University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/king-danylo-university
Reporter,"Kingdom University
Bahrain",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kingdom-university
Reporter,"King Edward Medical University
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/king-edward-medical-university
Reporter,"Kinnaird College for Women
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kinnaird-college-women
Reporter,"Klaipeda University
Lithuania",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/klaipeda-university
Reporter,"Knowledge University
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/knowledge-university
Reporter,"Kobe Gakuin University
Japan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kobe-gakuin-university
Reporter,"Kocaeli Health and Technology University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kocaeli-health-and-technology-university
Reporter,"Kokshetau State University
Kazakhstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kokshetau-state-university
Reporter,"Komar University of Science and Technology
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/komar-university-science-and-technology
Reporter,"Konan University
Japan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/konan-university
Reporter,"Korkyt Ata Kyzylorda University
Kazakhstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/korkyt-ata-kyzylorda-university
Reporter,"Koya University
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/koya-university
Reporter,"Krok University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/krok-university
Reporter,"K.S.Rangasamy College of Technology
India",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/ksrangasamy-college-technology
Reporter,"Kumasi Technical University
Ghana",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kumasi-technical-university
Reporter,"Kurdistan Technical Institute
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kurdistan-technical-institute
Reporter,"Kütahya Health Sciences University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kutahya-health-sciences-university
Reporter,"Kut University College
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kut-university-college
Reporter,"Kuwait College of Science and Technology (KCST)
Kuwait",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kuwait-college-science-and-technology-kcst
Reporter,"Kyiv National Economic University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kyiv-national-economic-university
Reporter,"Kyiv National University of Technologies and Design
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kyiv-national-university-technologies-and-design
Reporter,"Kyoai Gakuen University
Japan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kyoai-gakuen-university
Reporter,"Kyoto Sangyo University
Japan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kyoto-sangyo-university
Reporter,"Kyrgyz National University named after Jusup Balasagyn
Kyrgyzstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kyrgyz-national-university-named-after-jusup-balasagyn
Reporter,"Kyrgyz-Turkish Manas University
Kyrgyzstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kyrgyz-turkish-manas-university
Reporter,"Kyungdong University
South Korea",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/kyungdong-university
Reporter,"K. Zhubanov Aktobe Regional University
Kazakhstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/k-zhubanov-aktobe-regional-university
Reporter,"Lagos State University of Education
Nigeria",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lagos-state-university-education
Reporter,"Lagos State University of Science and Technology
Nigeria",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lagos-state-university-science-and-technology
Reporter,"Lahore Garrison University
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lahore-garrison-university
Reporter,"Lankaran State University
Azerbaijan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lankaran-state-university
Reporter,"La Salle University (Colombia)
Colombia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/la-salle-university-colombia
Reporter,"Law Enforcement Academy of the Republic of Uzbekistan
Uzbekistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/law-enforcement-academy-republic-uzbekistan
Reporter,"Lead City University
Nigeria",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lead-city-university
Reporter,"Lebanese French University
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lebanese-french-university
Reporter,"Leeds Arts University
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/leeds-arts-university
Reporter,"Leeds Conservatoire
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/leeds-conservatoire
Reporter,"Leeds Trinity University
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/leeds-trinity-university
Reporter,"Lesya Ukrainka Volyn National University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lesya-ukrainka-volyn-national-university
Reporter,"Leyte Normal University
Philippines",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/leyte-normal-university
Reporter,"Liaquat University of Medical and Health Sciences (LUMHS)
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/liaquat-university-medical-and-health-sciences-lumhs
Reporter,"Liverpool Institute for Performing Arts
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/liverpool-institute-performing-arts
Reporter,"Liverpool School of Tropical Medicine
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/liverpool-school-tropical-medicine
Reporter,"London Academy of Music and Dramatic Art (LAMDA)
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/london-academy-music-and-dramatic-art-lamda
Reporter,"London Business School
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/london-business-school
Reporter,"London Film School
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/london-film-school
Reporter,"London School of Hygiene and Tropical Medicine
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/london-school-hygiene-and-tropical-medicine
Reporter,"Lords University
India",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lords-university
Reporter,"LSPR Institute of Communication & Business
Indonesia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lspr-institute-communication-business
Reporter,"Lutsk National Technical University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lutsk-national-technical-university
Reporter,"Luxor University
Egypt",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/luxor-university
Reporter,"Lyceum-Northwestern University
Philippines",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/lyceum-northwestern-university
Reporter,"Machakos University
Kenya",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/machakos-university
Reporter,"Magtymguly Turkmen State University
Turkmenistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/magtymguly-turkmen-state-university
Reporter,"Mahatma Jyotiba Phule Rohilkhand University
India",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mahatma-jyotiba-phule-rohilkhand-university
Reporter,"Malatya Turgut Ozal University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/malatya-turgut-ozal-university
Reporter,"Malawi University of Science and Technology (MUST)
Malawi",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/malawi-university-science-and-technology-must
Reporter,"Mangalayatan University Jabalpur
India",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mangalayatan-university-jabalpur
Reporter,"Manila Central University
Philippines",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/manila-central-university
Reporter,"Mansoura National University
Egypt",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mansoura-national-university
Reporter,"Mapúa Malayan Colleges Laguna
Philippines",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mapua-malayan-colleges-laguna
Reporter,"Mardin Artuklu University
Turkey",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mardin-artuklu-university
Reporter,"Marinduque State University
Philippines",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/marinduque-state-university
Reporter,"Maritime University of Szczecin
Poland",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/maritime-university-szczecin
Reporter,"Marwadi University
India",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/marwadi-university
Reporter,"Maryam Abacha American University of Niger
Niger",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/maryam-abacha-american-university-niger
Reporter,"Maryam Abacha American University of Nigeria
Nigeria",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/maryam-abacha-american-university-nigeria
Reporter,"Medizinische Hochschule Hannover
Germany",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/medizinische-hochschule-hannover
Reporter,"Meikai University
Japan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/meikai-university
Reporter,"Menoufia National University
Egypt",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/menoufia-national-university
Reporter,"Metropolitan International University
Uganda",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/metropolitan-international-university
Reporter,"Middle East College
Oman",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/middle-east-college
Reporter,"Middle East University
Jordan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/middle-east-university
Reporter,"Middle East University – Lebanon
Lebanon",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/middle-east-university-lebanon
Reporter,"Midocean University
Comoros",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/midocean-university
Reporter,"Mingachevir State University (MSU)
Azerbaijan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mingachevir-state-university-msu
Reporter,"Minhaj University Lahore
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/minhaj-university-lahore
Reporter,"Misurata University
Libya",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/misurata-university
Reporter,"MIT Art, Design and Technology University
India",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mit-art-design-and-technology-university
Reporter,"Modern University for Business and Science
Lebanon",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/modern-university-business-and-science
Reporter,"Modulo University Center
Brazil",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/modulo-university-center
Reporter,"Mohammad Ali Jinnah University
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mohammad-ali-jinnah-university
Reporter,"Mohammed VI University of Sciences and Health
Morocco",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mohammed-vi-university-sciences-and-health
Reporter,"Mount Kenya University
Kenya",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mount-kenya-university
Reporter,"Muban Chombueng Rajabhat University
Thailand",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/muban-chombueng-rajabhat-university
Reporter,"Muhammadiyah University of Makassar
Indonesia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/muhammadiyah-university-makassar
Reporter,"Muhammadiyah University of North Sumatra
Indonesia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/muhammadiyah-university-north-sumatra
Reporter,"Muhammadiyah University of Sidoarjo
Indonesia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/muhammadiyah-university-sidoarjo
Reporter,"Muhammad Nawaz Sharif University of Engineering & Technology, Multan
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/muhammad-nawaz-sharif-university-engineering-technology-multan
Reporter,"Mukogawa Women’s University
Japan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mukogawa-womens-university
Reporter,"Mulungushi University
Zambia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/mulungushi-university
Reporter,"Murang'a University of Technology
Kenya",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/muranga-university-technology
Reporter,"Musashino University
Japan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/musashino-university
Reporter,"Myrat Garryyev State Medical University of Turkmenistan
Turkmenistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/myrat-garryyev-state-medical-university-turkmenistan
Reporter,"Nahdlatul Ulama University Surabaya
Indonesia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/nahdlatul-ulama-university-surabaya
Reporter,"Nakhon Ratchasima Rajabhat University
Thailand",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/nakhon-ratchasima-rajabhat-university
Reporter,"Namangan State Pedagogical Institute
Uzbekistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/namangan-state-pedagogical-institute
Reporter,"Namangan State Technical University
Uzbekistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/namangan-state-technical-university
Reporter,"Narxoz University
Kazakhstan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/narxoz-university
Reporter,"Nasarawa State University, Keffi
Nigeria",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/nasarawa-state-university-keffi
Reporter,"National Defence University - Pakistan
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-defence-university-pakistan
Reporter,"National Film and Television School
United Kingdom",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-film-and-television-school
Reporter,"National Polytechnic University of Armenia
Armenia",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-polytechnic-university-armenia
Reporter,"National School of Artificial Intelligence (ENSIA)
Algeria",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-school-artificial-intelligence-ensia
Reporter,"National Taichung University of Education
Taiwan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-taichung-university-education
Reporter,"National Transport University
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-transport-university
Reporter,"National University Odessa Law Academy
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-university-odessa-law-academy
Reporter,"National University of Education (UNAE)
Ecuador",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-university-educationunae
Reporter,"National University of Food Technologies
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-university-food-technologies
Reporter,"National University of Loja
Ecuador",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-university-loja
Reporter,"National University of Modern Languages (NUML)
Pakistan",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-university-modern-languages-numl
Reporter,"National University of Pharmacy
Ukraine",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-university-pharmacy
Reporter,"National University of Science and Technology (Iraq)
Iraq",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-university-science-and-technology-iraq
Reporter,"National University of Science and Technology (NUST)
Zimbabwe",n/a,n/a,n/a,n/a,n/a,n/a,https://www.timeshighereducation.com/world-university-rankings/national-university-science-and-technology-nust
